developer_id,event_time,activity_type,language,duration_minutes
D091,2026-07-21 19:13:00,debugging,Python,17
D007,2026-07-21 19:15:00,file_edit,Java,21
D079,2026-07-21 19:15:00,file_edit,Other,89
D015,2026-07-21 19:16:00,file_edit,Other,58
D100,2026-07-21 19:16:00,idle,Java,82
D015,2026-07-21 19:16:00,debugging,Other,79
D011,2026-07-21 19:17:00,coding,TypeScript,61
D085,2026-07-21 19:18:00,file_edit,Java,70
D001,2026-07-21 19:19:00,file_edit,Python,10
D098,2026-07-21 19:20:00,debugging,JavaScript,36
D016,2026-07-21 19:20:00,debugging,JavaScript,31
D062,2026-07-21 19:21:00,debugging,Other,76
D017,2026-07-21 19:21:00,coding,SQL,74
D088,2026-07-21 19:21:00,terminal,TypeScript,17
D009,2026-07-21 19:21:00,coding,JavaScript,34
D005,2026-07-21 19:22:00,coding,Other,41
D038,2026-07-21 19:22:00,coding,SQL,39
D093,2026-07-21 19:23:00,coding,Other,21
D044,2026-07-21 19:23:00,file_edit,Python,26
D002,2026-07-21 19:23:00,coding,TypeScript,8
D078,2026-07-21 19:23:00,coding,TypeScript,51
D080,2026-07-21 19:25:00,coding,TypeScript,33
D068,2026-07-21 19:26:00,file_edit,Other,80
D069,2026-07-21 19:26:00,debugging,Other,9
D083,2026-07-21 19:26:00,coding,Java,40
D096,2026-07-21 19:27:00,idle,JavaScript,30
D076,2026-07-21 19:27:00,coding,Java,57
D090,2026-07-21 19:27:00,terminal,Java,12
D100,2026-07-21 19:28:00,debugging,SQL,57
D043,2026-07-21 19:28:00,terminal,Other,25
D069,2026-07-21 19:29:00,file_edit,SQL,33
D098,2026-07-21 19:30:00,coding,Other,70
D027,2026-07-21 19:30:00,coding,JavaScript,80
D085,2026-07-21 19:30:00,file_edit,TypeScript,64
D084,2026-07-21 19:30:00,file_edit,Python,53
D084,2026-07-21 19:31:00,terminal,SQL,86
D098,2026-07-21 19:31:00,coding,TypeScript,15
D064,2026-07-21 19:31:00,terminal,JavaScript,59
D011,2026-07-21 19:31:00,debugging,Java,33
D020,2026-07-21 19:32:00,file_edit,Python,9
D066,2026-07-21 19:32:00,coding,SQL,30
D028,2026-07-21 19:34:00,coding,Java,16
D048,2026-07-21 19:34:00,coding,JavaScript,27
D071,2026-07-21 19:34:00,coding,Other,52
D025,2026-07-21 19:35:00,idle,SQL,74
D081,2026-07-21 19:35:00,terminal,JavaScript,81
D089,2026-07-21 19:36:00,file_edit,JavaScript,37
D037,2026-07-21 19:36:00,coding,Java,44
D004,2026-07-21 19:37:00,debugging,SQL,67
D001,2026-07-21 19:37:00,file_edit,Other,22
D051,2026-07-21 19:38:00,coding,TypeScript,90
D053,2026-07-21 19:38:00,coding,Python,72
D053,2026-07-21 19:38:00,idle,TypeScript,59
D030,2026-07-21 19:39:00,file_edit,JavaScript,78
D047,2026-07-21 19:39:00,coding,Other,36
D080,2026-07-21 19:40:00,coding,Python,42
D067,2026-07-21 19:40:00,debugging,Other,26
D070,2026-07-21 19:40:00,coding,Python,63
D086,2026-07-21 19:40:00,coding,Python,69
D026,2026-07-21 19:41:00,coding,TypeScript,63
D062,2026-07-21 19:41:00,coding,TypeScript,85
D018,2026-07-21 19:41:00,coding,Python,39
D068,2026-07-21 19:42:00,terminal,Python,64
D064,2026-07-21 19:42:00,coding,TypeScript,18
D067,2026-07-21 19:42:00,coding,Java,45
D043,2026-07-21 19:42:00,coding,SQL,66
D073,2026-07-21 19:44:00,file_edit,SQL,19
D096,2026-07-21 19:44:00,coding,JavaScript,61
D096,2026-07-21 19:44:00,idle,Python,11
D029,2026-07-21 19:44:00,terminal,SQL,77
D016,2026-07-21 19:45:00,coding,Other,47
D095,2026-07-21 19:45:00,terminal,Python,40
D077,2026-07-21 19:45:00,terminal,TypeScript,75
D062,2026-07-21 19:45:00,terminal,Other,7
D035,2026-07-21 19:46:00,coding,Python,30
D008,2026-07-21 19:47:00,coding,TypeScript,34
D017,2026-07-21 19:48:00,terminal,TypeScript,30
D086,2026-07-21 19:48:00,coding,Java,69
D080,2026-07-21 19:48:00,debugging,TypeScript,83
D072,2026-07-21 19:48:00,coding,Other,59
D090,2026-07-21 19:48:00,idle,JavaScript,49
D029,2026-07-21 19:49:00,coding,JavaScript,50
D011,2026-07-21 19:49:00,terminal,TypeScript,41
D097,2026-07-21 19:50:00,coding,SQL,80
D049,2026-07-21 19:50:00,terminal,Python,29
D085,2026-07-21 19:50:00,coding,JavaScript,70
D058,2026-07-21 19:50:00,coding,TypeScript,76
D069,2026-07-21 19:50:00,terminal,TypeScript,44
D010,2026-07-21 19:51:00,debugging,Python,73
D012,2026-07-21 19:51:00,idle,SQL,80
D059,2026-07-21 19:51:00,coding,Other,25
D086,2026-07-21 19:53:00,debugging,Java,28
D048,2026-07-21 19:53:00,idle,Java,86
D030,2026-07-21 19:54:00,coding,Java,35
D040,2026-07-21 19:54:00,coding,JavaScript,1
D097,2026-07-21 19:55:00,coding,SQL,25
D088,2026-07-21 19:56:00,debugging,Python,54
D012,2026-07-21 19:56:00,idle,JavaScript,43
D047,2026-07-21 19:57:00,file_edit,SQL,68
D053,2026-07-21 19:57:00,file_edit,TypeScript,75
D030,2026-07-21 19:57:00,debugging,Other,84
D034,2026-07-21 19:57:00,terminal,TypeScript,24
D062,2026-07-21 19:59:00,coding,Python,34
D061,2026-07-21 20:01:00,debugging,Python,54
D004,2026-07-21 20:01:00,coding,Other,5
D032,2026-07-21 20:01:00,debugging,Other,42
D017,2026-07-21 20:01:00,terminal,JavaScript,13
D065,2026-07-21 20:01:00,terminal,TypeScript,15
D080,2026-07-21 20:02:00,coding,TypeScript,14
D099,2026-07-21 20:03:00,file_edit,TypeScript,5
D068,2026-07-21 20:06:00,coding,Other,34
D069,2026-07-21 20:07:00,file_edit,Python,6
D092,2026-07-21 20:07:00,debugging,Other,52
D082,2026-07-21 20:08:00,coding,Java,1
D076,2026-07-21 20:08:00,coding,TypeScript,13
D026,2026-07-21 20:08:00,file_edit,SQL,46
D007,2026-07-21 20:08:00,coding,JavaScript,64
D037,2026-07-21 20:08:00,file_edit,Other,28
D097,2026-07-21 20:09:00,debugging,TypeScript,12
D074,2026-07-21 20:10:00,terminal,JavaScript,80
D030,2026-07-21 20:10:00,debugging,Python,71
D004,2026-07-21 20:11:00,coding,JavaScript,13
D010,2026-07-21 20:11:00,debugging,Python,9
D056,2026-07-21 20:12:00,coding,JavaScript,7
D068,2026-07-21 20:12:00,file_edit,SQL,16
D039,2026-07-21 20:12:00,debugging,SQL,62
D076,2026-07-21 20:13:00,coding,JavaScript,78
D029,2026-07-21 20:13:00,coding,Java,60
D053,2026-07-21 20:15:00,coding,TypeScript,30
D048,2026-07-21 20:15:00,coding,SQL,50
D066,2026-07-21 20:15:00,coding,Other,5
D077,2026-07-21 20:15:00,coding,Other,16
D005,2026-07-21 20:16:00,coding,Python,50
D046,2026-07-21 20:17:00,coding,Python,49
D093,2026-07-21 20:17:00,terminal,JavaScript,81
D031,2026-07-21 20:18:00,coding,SQL,89
D024,2026-07-21 20:18:00,coding,Java,15
D090,2026-07-21 20:18:00,coding,TypeScript,5
D003,2026-07-21 20:20:00,coding,SQL,45
D073,2026-07-21 20:20:00,terminal,Python,24
D067,2026-07-21 20:21:00,debugging,SQL,85
D041,2026-07-21 20:21:00,file_edit,Other,62
D011,2026-07-21 20:21:00,coding,JavaScript,15
D087,2026-07-21 20:21:00,terminal,TypeScript,10
D090,2026-07-21 20:24:00,coding,JavaScript,40
D054,2026-07-21 20:25:00,debugging,Java,77
D085,2026-07-21 20:25:00,coding,SQL,19
D089,2026-07-21 20:26:00,coding,Java,68
D046,2026-07-21 20:26:00,idle,Python,28
D012,2026-07-21 20:26:00,file_edit,JavaScript,34
D035,2026-07-21 20:27:00,coding,JavaScript,79
D002,2026-07-21 20:27:00,coding,Java,85
D095,2026-07-21 20:27:00,coding,JavaScript,27
D021,2026-07-21 20:28:00,debugging,TypeScript,76
D075,2026-07-21 20:29:00,coding,SQL,90
D045,2026-07-21 20:29:00,coding,TypeScript,87
D006,2026-07-21 20:29:00,debugging,TypeScript,49
D025,2026-07-21 20:30:00,debugging,JavaScript,44
D092,2026-07-21 20:31:00,file_edit,Other,62
D002,2026-07-21 20:32:00,debugging,JavaScript,21
D081,2026-07-21 20:33:00,debugging,JavaScript,15
D040,2026-07-21 20:33:00,coding,Python,37
D083,2026-07-21 20:33:00,debugging,SQL,69
D095,2026-07-21 20:33:00,coding,JavaScript,72
D064,2026-07-21 20:35:00,debugging,Java,65
D094,2026-07-21 20:35:00,terminal,Python,69
D043,2026-07-21 20:35:00,debugging,SQL,41
D005,2026-07-21 20:36:00,idle,Python,33
D026,2026-07-21 20:36:00,coding,SQL,69
D099,2026-07-21 20:37:00,debugging,SQL,43
D035,2026-07-21 20:37:00,terminal,Python,56
D021,2026-07-21 20:37:00,debugging,SQL,62
D094,2026-07-21 20:37:00,coding,TypeScript,48
D019,2026-07-21 20:38:00,terminal,JavaScript,87
D003,2026-07-21 20:38:00,coding,Java,52
D099,2026-07-21 20:38:00,debugging,Python,33
D059,2026-07-21 20:39:00,file_edit,TypeScript,6
D080,2026-07-21 20:39:00,coding,Python,76
D009,2026-07-21 20:40:00,coding,Other,44
D097,2026-07-21 20:40:00,coding,Other,15
D011,2026-07-21 20:40:00,terminal,JavaScript,2
D011,2026-07-21 20:41:00,idle,Other,46
D093,2026-07-21 20:42:00,coding,Python,34
D037,2026-07-21 20:42:00,debugging,SQL,82
D059,2026-07-21 20:43:00,coding,TypeScript,90
D070,2026-07-21 20:43:00,debugging,TypeScript,2
D028,2026-07-21 20:44:00,terminal,Java,67
D043,2026-07-21 20:44:00,coding,Python,7
D064,2026-07-21 20:46:00,terminal,Java,43
D012,2026-07-21 20:46:00,terminal,Java,59
D037,2026-07-21 20:47:00,coding,Python,58
D080,2026-07-21 20:48:00,file_edit,Python,87
D040,2026-07-21 20:48:00,coding,JavaScript,69
D093,2026-07-21 20:49:00,coding,TypeScript,74
D067,2026-07-21 20:49:00,coding,Python,10
D038,2026-07-21 20:49:00,coding,TypeScript,12
D043,2026-07-21 20:49:00,idle,Python,35
D031,2026-07-21 20:50:00,idle,SQL,78
D014,2026-07-21 20:50:00,coding,Java,9
D006,2026-07-21 20:50:00,coding,Other,69
D048,2026-07-21 20:50:00,coding,Python,61
D006,2026-07-21 20:51:00,coding,Java,19
D022,2026-07-21 20:51:00,coding,TypeScript,67
D033,2026-07-21 20:52:00,debugging,JavaScript,8
D024,2026-07-21 20:52:00,coding,Other,76
D055,2026-07-21 20:53:00,file_edit,SQL,42
D019,2026-07-21 20:53:00,file_edit,Java,72
D014,2026-07-21 20:53:00,coding,JavaScript,28
D012,2026-07-21 20:53:00,coding,TypeScript,41
D032,2026-07-21 20:53:00,file_edit,Other,49
D020,2026-07-21 20:54:00,coding,Python,36
D002,2026-07-21 20:54:00,file_edit,Java,82
D062,2026-07-21 20:54:00,coding,Java,67
D065,2026-07-21 20:55:00,file_edit,JavaScript,31
D033,2026-07-21 20:55:00,coding,SQL,25
D075,2026-07-21 20:56:00,coding,Other,34
D033,2026-07-21 20:56:00,coding,Python,37
D075,2026-07-21 20:57:00,debugging,Other,87
D087,2026-07-21 20:57:00,idle,SQL,14
D093,2026-07-21 20:57:00,coding,Java,52
D073,2026-07-21 20:57:00,coding,Python,23
D052,2026-07-21 20:57:00,coding,SQL,22
D033,2026-07-21 20:57:00,debugging,Java,22
D006,2026-07-21 20:58:00,debugging,TypeScript,5
D024,2026-07-21 20:58:00,file_edit,JavaScript,42
D097,2026-07-21 20:58:00,coding,Python,25
D026,2026-07-21 20:58:00,coding,Other,41
D041,2026-07-21 20:58:00,coding,Other,63
D072,2026-07-21 20:59:00,coding,SQL,55
D078,2026-07-21 20:59:00,coding,JavaScript,90
D055,2026-07-21 21:00:00,coding,Other,37
D010,2026-07-21 21:00:00,file_edit,Python,76
D100,2026-07-21 21:00:00,terminal,Other,5
D093,2026-07-21 21:00:00,coding,JavaScript,86
D056,2026-07-21 21:00:00,file_edit,JavaScript,45
D070,2026-07-21 21:02:00,idle,Python,16
D057,2026-07-21 21:02:00,coding,JavaScript,61
D089,2026-07-21 21:03:00,coding,Python,79
D049,2026-07-21 21:03:00,coding,Python,50
D056,2026-07-21 21:03:00,file_edit,TypeScript,32
D053,2026-07-21 21:03:00,coding,Other,87
D069,2026-07-21 21:03:00,debugging,Other,33
D073,2026-07-21 21:03:00,coding,Java,85
D098,2026-07-21 21:04:00,coding,JavaScript,49
D023,2026-07-21 21:04:00,debugging,SQL,49
D093,2026-07-21 21:04:00,coding,Other,27
D090,2026-07-21 21:04:00,coding,Other,2
D079,2026-07-21 21:04:00,coding,TypeScript,16
D013,2026-07-21 21:05:00,coding,Other,88
D061,2026-07-21 21:05:00,file_edit,TypeScript,66
D017,2026-07-21 21:05:00,coding,SQL,83
D043,2026-07-21 21:05:00,coding,Python,51
D004,2026-07-21 21:05:00,coding,TypeScript,80
D087,2026-07-21 21:05:00,coding,SQL,41
D043,2026-07-21 21:05:00,terminal,Other,28
D034,2026-07-21 21:05:00,coding,SQL,85
D003,2026-07-21 21:06:00,coding,SQL,85
D011,2026-07-21 21:06:00,coding,Java,32
D038,2026-07-21 21:06:00,coding,Other,24
D049,2026-07-21 21:06:00,coding,Java,8
D060,2026-07-21 21:07:00,debugging,SQL,80
D083,2026-07-21 21:07:00,debugging,Python,77
D076,2026-07-21 21:07:00,file_edit,TypeScript,85
D026,2026-07-21 21:08:00,debugging,JavaScript,63
D087,2026-07-21 21:08:00,file_edit,Other,30
D056,2026-07-21 21:09:00,coding,Other,36
D077,2026-07-21 21:09:00,coding,SQL,83
D070,2026-07-21 21:09:00,coding,Other,55
D047,2026-07-21 21:09:00,coding,Other,18
D088,2026-07-21 21:09:00,debugging,TypeScript,45
D099,2026-07-21 21:10:00,coding,Java,77
D043,2026-07-21 21:11:00,idle,SQL,26
D024,2026-07-21 21:11:00,terminal,TypeScript,80
D026,2026-07-21 21:12:00,terminal,Other,52
D009,2026-07-21 21:12:00,file_edit,SQL,20
D057,2026-07-21 21:13:00,coding,Python,52
D017,2026-07-21 21:14:00,coding,JavaScript,1
D028,2026-07-21 21:14:00,coding,TypeScript,73
D023,2026-07-21 21:14:00,file_edit,SQL,48
D091,2026-07-21 21:15:00,coding,SQL,34
D068,2026-07-21 21:15:00,debugging,JavaScript,33
D037,2026-07-21 21:16:00,coding,TypeScript,82
D039,2026-07-21 21:17:00,coding,Other,79
D072,2026-07-21 21:17:00,coding,JavaScript,39
D044,2026-07-21 21:19:00,file_edit,Python,2
D090,2026-07-21 21:19:00,coding,SQL,45
D001,2026-07-21 21:20:00,debugging,Other,72
D061,2026-07-21 21:21:00,coding,Java,70
D061,2026-07-21 21:21:00,coding,Java,71
D070,2026-07-21 21:22:00,coding,TypeScript,49
D081,2026-07-21 21:22:00,coding,Java,61
D043,2026-07-21 21:23:00,debugging,SQL,64
D025,2026-07-21 21:23:00,coding,Other,86
D037,2026-07-21 21:24:00,debugging,JavaScript,83
D074,2026-07-21 21:25:00,debugging,Other,25
D097,2026-07-21 21:25:00,coding,JavaScript,3
D093,2026-07-21 21:26:00,file_edit,SQL,73
D008,2026-07-21 21:26:00,coding,JavaScript,10
D090,2026-07-21 21:27:00,debugging,JavaScript,31
D066,2026-07-21 21:27:00,file_edit,TypeScript,66
D050,2026-07-21 21:28:00,idle,Java,86
D041,2026-07-21 21:29:00,debugging,TypeScript,68
D095,2026-07-21 21:29:00,coding,TypeScript,87
D002,2026-07-21 21:29:00,coding,Other,21
D031,2026-07-21 21:29:00,coding,Python,73
D023,2026-07-21 21:30:00,coding,TypeScript,21
D038,2026-07-21 21:31:00,file_edit,SQL,44
D037,2026-07-21 21:31:00,idle,Other,71
D036,2026-07-21 21:33:00,debugging,Python,84
D068,2026-07-21 21:33:00,coding,Java,34
D047,2026-07-21 21:33:00,coding,Other,34
D002,2026-07-21 21:33:00,coding,Java,26
D021,2026-07-21 21:33:00,coding,Other,87
D083,2026-07-21 21:33:00,debugging,Java,51
D081,2026-07-21 21:34:00,coding,Java,2
D064,2026-07-21 21:34:00,coding,SQL,49
D026,2026-07-21 21:34:00,coding,TypeScript,60
D089,2026-07-21 21:35:00,debugging,Other,41
D048,2026-07-21 21:35:00,file_edit,Python,73
D074,2026-07-21 21:35:00,debugging,Java,13
D086,2026-07-21 21:36:00,coding,Java,70
D041,2026-07-21 21:37:00,coding,JavaScript,38
D012,2026-07-21 21:37:00,debugging,Other,12
D025,2026-07-21 21:37:00,terminal,JavaScript,34
D012,2026-07-21 21:38:00,coding,Python,83
D038,2026-07-21 21:38:00,coding,SQL,60
D063,2026-07-21 21:38:00,coding,JavaScript,78
D023,2026-07-21 21:38:00,file_edit,Java,72
D029,2026-07-21 21:39:00,file_edit,Python,48
D044,2026-07-21 21:40:00,coding,SQL,44
D043,2026-07-21 21:40:00,coding,SQL,54
D020,2026-07-21 21:40:00,debugging,Python,9
D043,2026-07-21 21:41:00,coding,Python,22
D029,2026-07-21 21:41:00,coding,JavaScript,64
D008,2026-07-21 21:42:00,file_edit,Other,84
D072,2026-07-21 21:43:00,coding,TypeScript,87
D032,2026-07-21 21:43:00,terminal,Other,85
D059,2026-07-21 21:44:00,coding,Java,22
D033,2026-07-21 21:45:00,coding,Java,90
D084,2026-07-21 21:45:00,file_edit,Other,73
D021,2026-07-21 21:45:00,file_edit,Java,17
D026,2026-07-21 21:45:00,coding,TypeScript,61
D014,2026-07-21 21:45:00,idle,Java,80
D081,2026-07-21 21:46:00,debugging,Other,68
D067,2026-07-21 21:46:00,coding,JavaScript,62
D002,2026-07-21 21:47:00,terminal,Python,27
D024,2026-07-21 21:47:00,coding,Java,79
D022,2026-07-21 21:47:00,debugging,SQL,4
D036,2026-07-21 21:50:00,file_edit,Java,35
D097,2026-07-21 21:50:00,coding,Other,26
D086,2026-07-21 21:51:00,debugging,TypeScript,2
D007,2026-07-21 21:52:00,coding,Other,8
D012,2026-07-21 21:53:00,terminal,Python,78
D025,2026-07-21 21:53:00,coding,JavaScript,29
D025,2026-07-21 21:53:00,terminal,TypeScript,66
D042,2026-07-21 21:53:00,file_edit,Java,15
D071,2026-07-21 21:53:00,coding,JavaScript,53
D063,2026-07-21 21:54:00,coding,JavaScript,17
D011,2026-07-21 21:55:00,coding,Python,22
D053,2026-07-21 21:55:00,coding,Other,86
D009,2026-07-21 21:55:00,coding,TypeScript,24
D016,2026-07-21 21:55:00,debugging,SQL,14
D073,2026-07-21 21:55:00,coding,Java,89
D061,2026-07-21 21:56:00,debugging,SQL,75
D089,2026-07-21 21:56:00,idle,TypeScript,6
D060,2026-07-21 21:56:00,terminal,Other,20
D084,2026-07-21 21:56:00,coding,Java,54
D028,2026-07-21 21:57:00,debugging,Java,56
D056,2026-07-21 21:57:00,coding,TypeScript,41
D099,2026-07-21 21:57:00,coding,Python,38
D044,2026-07-21 21:57:00,idle,JavaScript,53
D043,2026-07-21 21:57:00,coding,Java,52
D084,2026-07-21 21:58:00,coding,Other,73
D049,2026-07-21 21:59:00,coding,TypeScript,81
D011,2026-07-21 21:59:00,file_edit,SQL,57
D007,2026-07-21 21:59:00,file_edit,TypeScript,48
D037,2026-07-21 21:59:00,coding,Other,38
D042,2026-07-21 21:59:00,coding,Java,28
D070,2026-07-21 22:00:00,idle,Java,67
D095,2026-07-21 22:00:00,coding,SQL,37
D095,2026-07-21 22:00:00,coding,JavaScript,29
D047,2026-07-21 22:00:00,file_edit,Java,25
D061,2026-07-21 22:01:00,file_edit,Java,66
D003,2026-07-21 22:01:00,debugging,JavaScript,54
D044,2026-07-21 22:02:00,debugging,Java,70
D048,2026-07-21 22:02:00,coding,Python,73
D097,2026-07-21 22:02:00,file_edit,Python,20
D007,2026-07-21 22:05:00,file_edit,Java,28
D037,2026-07-21 22:05:00,coding,Java,62
D005,2026-07-21 22:05:00,coding,Java,66
D046,2026-07-21 22:05:00,file_edit,JavaScript,35
D010,2026-07-21 22:06:00,coding,JavaScript,9
D095,2026-07-21 22:06:00,debugging,Java,34
D036,2026-07-21 22:07:00,idle,TypeScript,86
D033,2026-07-21 22:07:00,coding,Java,41
D026,2026-07-21 22:07:00,coding,Java,79
D063,2026-07-21 22:08:00,debugging,Other,36
D094,2026-07-21 22:08:00,coding,JavaScript,59
D025,2026-07-21 22:08:00,file_edit,JavaScript,20
D003,2026-07-21 22:09:00,idle,Other,85
D067,2026-07-21 22:09:00,coding,Python,85
D081,2026-07-21 22:09:00,coding,Other,58
D052,2026-07-21 22:09:00,idle,Java,12
D089,2026-07-21 22:10:00,coding,Other,55
D066,2026-07-21 22:10:00,debugging,TypeScript,40
D014,2026-07-21 22:10:00,debugging,Python,56
D077,2026-07-21 22:10:00,coding,Other,39
D068,2026-07-21 22:10:00,coding,JavaScript,82
D035,2026-07-21 22:12:00,coding,Java,44
D099,2026-07-21 22:13:00,coding,SQL,7
D060,2026-07-21 22:13:00,terminal,SQL,64
D081,2026-07-21 22:13:00,coding,JavaScript,90
D083,2026-07-21 22:13:00,debugging,JavaScript,21
D074,2026-07-21 22:13:00,debugging,Python,55
D084,2026-07-21 22:13:00,file_edit,Other,85
D055,2026-07-21 22:14:00,file_edit,SQL,4
D082,2026-07-21 22:14:00,terminal,Python,84
D075,2026-07-21 22:15:00,terminal,Other,48
D100,2026-07-21 22:17:00,terminal,SQL,2
D016,2026-07-21 22:17:00,coding,TypeScript,42
D018,2026-07-21 22:17:00,coding,JavaScript,74
D004,2026-07-21 22:17:00,debugging,SQL,68
D064,2026-07-21 22:18:00,coding,TypeScript,42
D026,2026-07-21 22:18:00,coding,JavaScript,19
D100,2026-07-21 22:19:00,debugging,Python,58
D097,2026-07-21 22:19:00,coding,Other,79
D033,2026-07-21 22:19:00,coding,Python,16
D029,2026-07-21 22:20:00,coding,SQL,85
D008,2026-07-21 22:20:00,debugging,SQL,36
D083,2026-07-21 22:20:00,file_edit,Java,81
D064,2026-07-21 22:21:00,debugging,JavaScript,46
D055,2026-07-21 22:21:00,coding,SQL,85
D093,2026-07-21 22:21:00,coding,Python,65
D071,2026-07-21 22:21:00,coding,Other,89
D082,2026-07-21 22:21:00,idle,TypeScript,68
D063,2026-07-21 22:22:00,coding,TypeScript,37
D094,2026-07-21 22:22:00,terminal,SQL,87
D022,2026-07-21 22:22:00,idle,TypeScript,15
D040,2026-07-21 22:22:00,coding,Python,79
D096,2026-07-21 22:23:00,coding,TypeScript,52
D033,2026-07-21 22:23:00,terminal,SQL,81
D043,2026-07-21 22:24:00,coding,TypeScript,35
D010,2026-07-21 22:24:00,debugging,Other,21
D057,2026-07-21 22:24:00,coding,JavaScript,25
D084,2026-07-21 22:25:00,terminal,Java,7
D067,2026-07-21 22:25:00,coding,Java,7
D091,2026-07-21 22:25:00,debugging,Java,51
D091,2026-07-21 22:26:00,idle,Java,29
D003,2026-07-21 22:26:00,debugging,SQL,15
D088,2026-07-21 22:26:00,coding,Python,42
D033,2026-07-21 22:26:00,file_edit,Python,14
D099,2026-07-21 22:26:00,file_edit,TypeScript,48
D013,2026-07-21 22:27:00,coding,SQL,30
D076,2026-07-21 22:27:00,terminal,Java,67
D056,2026-07-21 22:27:00,coding,Java,37
D037,2026-07-21 22:27:00,file_edit,SQL,60
D049,2026-07-21 22:28:00,terminal,SQL,24
D071,2026-07-21 22:28:00,coding,JavaScript,63
D081,2026-07-21 22:28:00,coding,JavaScript,64
D050,2026-07-21 22:28:00,coding,Python,80
D002,2026-07-21 22:29:00,idle,TypeScript,51
D016,2026-07-21 22:29:00,file_edit,Python,49
D012,2026-07-21 22:29:00,terminal,SQL,66
D023,2026-07-21 22:29:00,terminal,TypeScript,34
D035,2026-07-21 22:30:00,coding,Java,44
D013,2026-07-21 22:30:00,idle,Java,46
D006,2026-07-21 22:31:00,idle,JavaScript,9
D019,2026-07-21 22:31:00,coding,Python,70
D055,2026-07-21 22:32:00,file_edit,TypeScript,1
D076,2026-07-21 22:32:00,terminal,Python,34
D059,2026-07-21 22:32:00,file_edit,Other,47
D060,2026-07-21 22:33:00,coding,Other,43
D009,2026-07-21 22:33:00,coding,Python,54
D093,2026-07-21 22:33:00,coding,TypeScript,75
D018,2026-07-21 22:33:00,coding,Java,56
D051,2026-07-21 22:34:00,coding,Python,29
D049,2026-07-21 22:34:00,terminal,SQL,80
D024,2026-07-21 22:34:00,coding,TypeScript,53
D065,2026-07-21 22:34:00,coding,Python,82
D032,2026-07-21 22:35:00,coding,Other,67
D033,2026-07-21 22:35:00,debugging,Other,35
D024,2026-07-21 22:36:00,idle,SQL,60
D043,2026-07-21 22:36:00,debugging,TypeScript,1
D052,2026-07-21 22:38:00,coding,JavaScript,26
D015,2026-07-21 22:38:00,coding,SQL,29
D095,2026-07-21 22:39:00,coding,JavaScript,42
D016,2026-07-21 22:39:00,debugging,TypeScript,34
D016,2026-07-21 22:39:00,coding,TypeScript,63
D072,2026-07-21 22:41:00,idle,Other,59
D075,2026-07-21 22:42:00,coding,Java,55
D057,2026-07-21 22:42:00,coding,TypeScript,85
D087,2026-07-21 22:42:00,coding,SQL,27
D019,2026-07-21 22:44:00,debugging,Python,40
D011,2026-07-21 22:45:00,coding,Python,52
D095,2026-07-21 22:45:00,coding,JavaScript,33
D053,2026-07-21 22:45:00,coding,Java,44
D057,2026-07-21 22:46:00,coding,JavaScript,38
D080,2026-07-21 22:47:00,file_edit,Other,64
D096,2026-07-21 22:48:00,terminal,SQL,45
D030,2026-07-21 22:48:00,coding,TypeScript,7
D100,2026-07-21 22:50:00,debugging,TypeScript,89
D077,2026-07-21 22:51:00,terminal,TypeScript,36
D012,2026-07-21 22:51:00,coding,Python,10
D094,2026-07-21 22:52:00,coding,Python,52
D084,2026-07-21 22:52:00,debugging,JavaScript,26
D006,2026-07-21 22:53:00,terminal,Java,47
D064,2026-07-21 22:53:00,coding,Other,83
D053,2026-07-21 22:53:00,coding,SQL,6
D049,2026-07-21 22:54:00,file_edit,Java,76
D046,2026-07-21 22:54:00,file_edit,Python,10
D011,2026-07-21 22:54:00,coding,SQL,22
D053,2026-07-21 22:55:00,coding,TypeScript,81
D030,2026-07-21 22:56:00,terminal,Python,67
D016,2026-07-21 22:56:00,debugging,SQL,85
D075,2026-07-21 22:56:00,coding,Other,27
D079,2026-07-21 22:56:00,coding,Other,18
D092,2026-07-21 22:56:00,coding,SQL,64
D074,2026-07-21 22:57:00,file_edit,JavaScript,47
D070,2026-07-21 22:58:00,debugging,SQL,83
D005,2026-07-21 22:59:00,file_edit,Python,41
D093,2026-07-21 22:59:00,file_edit,SQL,5
D037,2026-07-21 22:59:00,coding,Java,59
D073,2026-07-21 23:00:00,terminal,Other,6
D076,2026-07-21 23:00:00,coding,JavaScript,27
D030,2026-07-21 23:00:00,debugging,Java,19
D054,2026-07-21 23:00:00,coding,Java,30
D058,2026-07-21 23:00:00,coding,TypeScript,37
D062,2026-07-21 23:01:00,terminal,Other,45
D069,2026-07-21 23:01:00,coding,Python,53
D097,2026-07-21 23:03:00,file_edit,Other,10
D007,2026-07-21 23:03:00,file_edit,Python,68
D070,2026-07-21 23:05:00,coding,Java,39
D078,2026-07-21 23:07:00,idle,Other,66
D058,2026-07-21 23:08:00,terminal,Java,49
D005,2026-07-21 23:08:00,coding,JavaScript,14
D100,2026-07-21 23:08:00,debugging,SQL,89
D001,2026-07-21 23:09:00,file_edit,JavaScript,19
D039,2026-07-21 23:09:00,terminal,TypeScript,25
D024,2026-07-21 23:10:00,coding,TypeScript,46
D075,2026-07-21 23:10:00,coding,Java,86
D070,2026-07-21 23:10:00,coding,Java,10
D097,2026-07-21 23:11:00,idle,SQL,47
D049,2026-07-21 23:12:00,coding,Other,67
